Season,Round,Team,Opp,Result,Series,Best_Player,Best_VORP,Second_Player,Second_VORP,Carry_Delta,Opp_Best_Player,Opp_Best_VORP,Team_SRS,Opp_SRS,SRS_Delta
2000,Eastern Conf First Round,MIL,IND,L,2-3,Ray Allen*,0.4,Tim Thomas,0.3,0.1,Reggie Miller*,1.7,-0.06,4.15,-4.21
2000,Eastern Conf First Round,MIA,DET,W,3-0,Dan Majerle,0.7,Alonzo Mourning*,0.7,0.0,Michael Curry,0.1,2.75,1.13,1.62
2000,Eastern Conf First Round,DET,MIA,L,0-3,Michael Curry,0.1,Terry Mills,0.1,0.0,Dan Majerle,0.7,1.13,2.75,-1.62
2000,Eastern Conf First Round,NYK,TOR,W,3-0,Charlie Ward,1.0,Latrell Sprewell,0.6,0.4,Vince Carter*,0.2,1.3,-0.46,1.76
2000,Eastern Conf First Round,TOR,NYK,L,0-3,Vince Carter*,0.2,Antonio Davis,0.1,0.1,Charlie Ward,1.0,-0.46,1.3,-1.76
2000,Western Conf First Round,LAL,SAC,W,3-2,Shaquille O'Neal*,2.6,Kobe Bryant*,1.4,1.2,Chris Webber*,0.6,8.41,3.04,5.37
2000,Western Conf First Round,SAC,LAL,L,2-3,Chris Webber*,0.6,Jon Barry,0.2,0.4,Shaquille O'Neal*,2.6,3.04,8.41,-5.37
2000,Western Conf First Round,PHO,SAS,W,3-1,Anfernee Hardaway,0.7,Rodney Rogers,0.4,0.3,David Robinson*,0.4,5.24,5.92,-0.68
2000,Western Conf First Round,SAS,PHO,L,1-3,David Robinson*,0.4,Antonio Daniels,0.1,0.3,Anfernee Hardaway,0.7,5.92,5.24,0.68
2000,Western Conf First Round,POR,MIN,W,3-1,Steve Smith,1.2,Scottie Pippen*,1.1,0.1,Kevin Garnett*,0.4,6.36,2.67,3.69
2000,Western Conf First Round,MIN,POR,L,1-3,Kevin Garnett*,0.4,Terrell Brandon,0.3,0.1,Steve Smith,1.2,2.67,6.36,-3.69
2000,Western Conf First Round,UTA,SEA,W,3-2,Karl Malone*,0.9,John Stockton*,0.5,0.4,Gary Payton*,0.4,4.52,1.17,3.35
2000,Western Conf First Round,SEA,UTA,L,2-3,Gary Payton*,0.4,Shammond Williams,0.4,0.0,Karl Malone*,0.9,1.17,4.52,-3.35
2000,Eastern Conf Semifinals,IND,PHI,W,4-2,Reggie Miller*,1.7,Mark Jackson,0.7,1.0,Aaron McKie,0.5,4.15,1.02,3.13
2000,Eastern Conf Semifinals,PHI,IND,L,2-4,Aaron McKie,0.5,Allen Iverson*,0.3,0.2,Reggie Miller*,1.7,1.02,4.15,-3.13
2000,Eastern Conf Semifinals,NYK,MIA,W,4-3,Charlie Ward,1.0,Latrell Sprewell,0.6,0.4,Dan Majerle,0.7,1.3,2.75,-1.45
2000,Eastern Conf Semifinals,MIA,NYK,L,3-4,Dan Majerle,0.7,Alonzo Mourning*,0.7,0.0,Charlie Ward,1.0,2.75,1.3,1.45
2000,Western Conf Semifinals,LAL,PHO,W,4-1,Shaquille O'Neal*,2.6,Kobe Bryant*,1.4,1.2,Anfernee Hardaway,0.7,8.41,5.24,3.17
2000,Western Conf Semifinals,PHO,LAL,L,1-4,Anfernee Hardaway,0.7,Rodney Rogers,0.4,0.3,Shaquille O'Neal*,2.6,5.24,8.41,-3.17
2000,Western Conf Semifinals,POR,UTA,W,4-1,Steve Smith,1.2,Scottie Pippen*,1.1,0.1,Karl Malone*,0.9,6.36,4.52,1.84
2000,Western Conf Semifinals,UTA,POR,L,1-4,Karl Malone*,0.9,John Stockton*,0.5,0.4,Steve Smith,1.2,4.52,6.36,-1.84
2000,Eastern Conf Finals,IND,NYK,W,4-2,Reggie Miller*,1.7,Mark Jackson,0.7,1.0,Charlie Ward,1.0,4.15,1.3,2.85
2000,Eastern Conf Finals,NYK,IND,L,2-4,Charlie Ward,1.0,Latrell Sprewell,0.6,0.4,Reggie Miller*,1.7,1.3,4.15,-2.85
2000,Western Conf Finals,LAL,POR,W,4-3,Shaquille O'Neal*,2.6,Kobe Bryant*,1.4,1.2,Steve Smith,1.2,8.41,6.36,2.05
2000,Western Conf Finals,POR,LAL,L,3-4,Steve Smith,1.2,Scottie Pippen*,1.1,0.1,Shaquille O'Neal*,2.6,6.36,8.41,-2.05
2000,Finals,LAL,IND,W,4-2,Shaquille O'Neal*,2.6,Kobe Bryant*,1.4,1.2,Reggie Miller*,1.7,8.41,4.15,4.26
2000,Finals,IND,LAL,L,2-4,Reggie Miller*,1.7,Mark Jackson,0.7,1.0,Shaquille O'Neal*,2.6,4.15,8.41,-4.26
1999,Eastern Conf First Round,ATL,DET,W,3-2,Dikembe Mutombo*,0.6,Steve Smith,0.4,0.2,Grant Hill*,0.6,2.82,3.97,-1.15
1999,Eastern Conf First Round,DET,ATL,L,2-3,Grant Hill*,0.6,Christian Laettner,0.2,0.4,Dikembe Mutombo*,0.6,3.97,2.82,1.15
1999,Eastern Conf First Round,IND,MIL,W,3-0,Mark Jackson,0.8,Reggie Miller*,0.7,0.1,Ray Allen*,0.2,3.86,1.66,2.2
1999,Eastern Conf First Round,MIL,IND,L,0-3,Ray Allen*,0.2,Sam Cassell,0.1,0.1,Mark Jackson,0.8,1.66,3.86,-2.2
1999,Eastern Conf First Round,NYK,MIA,W,3-2,Marcus Camby,1.2,Latrell Sprewell,0.8,0.4,Alonzo Mourning*,0.4,1.45,5.11,-3.66
1999,Eastern Conf First Round,MIA,NYK,L,2-3,Alonzo Mourning*,0.4,Voshon Lenard,0.2,0.2,Marcus Camby,1.2,5.11,1.45,3.66
1999,Eastern Conf First Round,PHI,ORL,W,3-1,Allen Iverson*,0.8,Larry Hughes,0.4,0.4,Anfernee Hardaway,0.3,2.56,3.11,-0.55
1999,Eastern Conf First Round,ORL,PHI,L,1-3,Anfernee Hardaway,0.3,Nick Anderson,0.2,0.1,Allen Iverson*,0.8,3.11,2.56,0.55
1999,Western Conf First Round,LAL,HOU,W,3-1,Shaquille O'Neal*,0.6,Kobe Bryant*,0.5,0.1,Charles Barkley*,0.4,2.68,1.39,1.29
1999,Western Conf First Round,HOU,LAL,L,1-3,Charles Barkley*,0.4,Scottie Pippen*,0.2,0.2,Shaquille O'Neal*,0.6,1.39,2.68,-1.29
1999,Western Conf First Round,POR,PHO,W,3-0,Rasheed Wallace,0.7,Arvydas Sabonis*,0.6,0.1,Pat Garrity,0.1,5.67,2.15,3.52
1999,Western Conf First Round,PHO,POR,L,0-3,Pat Garrity,0.1,Jason Kidd*,0.1,0.0,Rasheed Wallace,0.7,2.15,5.67,-3.52
1999,Western Conf First Round,SAS,MIN,W,3-1,Tim Duncan*,1.6,David Robinson*,1.4,0.2,Terrell Brandon,0.4,7.12,-0.17,7.29
1999,Western Conf First Round,MIN,SAS,L,1-3,Terrell Brandon,0.4,Kevin Garnett*,0.4,0.0,Tim Duncan*,1.6,-0.17,7.12,-7.29
1999,Western Conf First Round,UTA,SAC,W,3-2,Karl Malone*,0.7,John Stockton*,0.5,0.2,Vlade Divac*,0.3,5.54,-0.89,6.43
1999,Western Conf First Round,SAC,UTA,L,2-3,Vlade Divac*,0.3,Tariq Abdul-Wahad,0.2,0.1,Karl Malone*,0.7,-0.89,5.54,-6.43
1999,Eastern Conf Semifinals,IND,PHI,W,4-0,Mark Jackson,0.8,Reggie Miller*,0.7,0.1,Allen Iverson*,0.8,3.86,2.56,1.3
1999,Eastern Conf Semifinals,PHI,IND,L,0-4,Allen Iverson*,0.8,Larry Hughes,0.4,0.4,Mark Jackson,0.8,2.56,3.86,-1.3
1999,Eastern Conf Semifinals,NYK,ATL,W,4-0,Marcus Camby,1.2,Latrell Sprewell,0.8,0.4,Dikembe Mutombo*,0.6,1.45,2.82,-1.37
1999,Eastern Conf Semifinals,ATL,NYK,L,0-4,Dikembe Mutombo*,0.6,Steve Smith,0.4,0.2,Marcus Camby,1.2,2.82,1.45,1.37
1999,Western Conf Semifinals,POR,UTA,W,4-2,Rasheed Wallace,0.7,Arvydas Sabonis*,0.6,0.1,Karl Malone*,0.7,5.67,5.54,0.13
1999,Western Conf Semifinals,UTA,POR,L,2-4,Karl Malone*,0.7,John Stockton*,0.5,0.2,Rasheed Wallace,0.7,5.54,5.67,-0.13
1999,Western Conf Semifinals,SAS,LAL,W,4-0,Tim Duncan*,1.6,David Robinson*,1.4,0.2,Shaquille O'Neal*,0.6,7.12,2.68,4.44
1999,Western Conf Semifinals,LAL,SAS,L,0-4,Shaquille O'Neal*,0.6,Kobe Bryant*,0.5,0.1,Tim Duncan*,1.6,2.68,7.12,-4.44
1999,Eastern Conf Finals,NYK,IND,W,4-2,Marcus Camby,1.2,Latrell Sprewell,0.8,0.4,Mark Jackson,0.8,1.45,3.86,-2.41
1999,Eastern Conf Finals,IND,NYK,L,2-4,Mark Jackson,0.8,Reggie Miller*,0.7,0.1,Marcus Camby,1.2,3.86,1.45,2.41
1999,Western Conf Finals,SAS,POR,W,4-0,Tim Duncan*,1.6,David Robinson*,1.4,0.2,Rasheed Wallace,0.7,7.12,5.67,1.45
1999,Western Conf Finals,POR,SAS,L,0-4,Rasheed Wallace,0.7,Arvydas Sabonis*,0.6,0.1,Tim Duncan*,1.6,5.67,7.12,-1.45
1999,Finals,SAS,NYK,W,4-1,Tim Duncan*,1.6,David Robinson*,1.4,0.2,Marcus Camby,1.2,7.12,1.45,5.67
1999,Finals,NYK,SAS,L,1-4,Marcus Camby,1.2,Latrell Sprewell,0.8,0.4,Tim Duncan*,1.6,1.45,7.12,-5.67
1998,Eastern Conf First Round,CHI,NJN,W,3-0,Michael Jordan*,2.4,Scottie Pippen*,1.6,0.8,Sherman Douglas,0.2,7.24,1.88,5.36
1998,Eastern Conf First Round,NJN,CHI,L,0-3,Sherman Douglas,0.2,Chris Gatling,0.1,0.1,Michael Jordan*,2.4,1.88,7.24,-5.36
1998,Eastern Conf First Round,IND,CLE,W,3-1,Reggie Miller*,1.0,Mark Jackson,0.8,0.2,Shawn Kemp,0.3,6.25,3.06,3.19
1998,Eastern Conf First Round,CLE,IND,L,1-3,Shawn Kemp,0.3,Wesley Person,0.2,0.1,Reggie Miller*,1.0,3.06,6.25,-3.19
1998,Eastern Conf First Round,NYK,MIA,W,3-2,John Starks,0.8,Charlie Ward,0.5,0.3,Tim Hardaway*,0.5,2.74,5.09,-2.35
1998,Eastern Conf First Round,MIA,NYK,L,2-3,Tim Hardaway*,0.5,Alonzo Mourning*,0.2,0.3,John Starks,0.8,5.09,2.74,2.35
1998,Western Conf First Round,LAL,POR,W,3-1,Shaquille O'Neal*,1.2,Eddie Jones,1.0,0.2,Brian Grant,0.2,6.88,0.83,6.05
1998,Western Conf First Round,POR,LAL,L,1-3,Brian Grant,0.2,Damon Stoudamire,0.2,0.0,Shaquille O'Neal*,1.2,0.83,6.88,-6.05
1998,Western Conf First Round,SAS,PHO,W,3-1,David Robinson*,0.7,Tim Duncan*,0.5,0.2,Kevin Johnson,0.2,3.3,4.44,-1.14
1998,Western Conf First Round,PHO,SAS,L,1-3,Kevin Johnson,0.2,Jason Kidd*,0.2,0.0,David Robinson*,0.7,4.44,3.3,1.14
1998,Western Conf First Round,SEA,MIN,W,3-2,Hersey Hawkins,0.8,Gary Payton*,0.8,0.0,Anthony Peeler,0.4,6.33,0.17,6.16
1998,Western Conf First Round,MIN,SEA,L,2-3,Anthony Peeler,0.4,Terry Porter,0.2,0.2,Hersey Hawkins,0.8,0.17,6.33,-6.16
1998,Western Conf First Round,UTA,HOU,W,3-2,Karl Malone*,1.8,John Stockton*,1.2,0.6,Hakeem Olajuwon*,0.3,5.73,-1.23,6.96
1998,Western Conf First Round,HOU,UTA,L,2-3,Hakeem Olajuwon*,0.3,Clyde Drexler*,0.2,0.1,Karl Malone*,1.8,-1.23,5.73,-6.96
1998,Eastern Conf Semifinals,IND,NYK,W,4-1,Reggie Miller*,1.0,Mark Jackson,0.8,0.2,John Starks,0.8,6.25,2.74,3.51
1998,Eastern Conf Semifinals,NYK,IND,L,1-4,John Starks,0.8,Charlie Ward,0.5,0.3,Reggie Miller*,1.0,2.74,6.25,-3.51
1998,Western Conf Semifinals,LAL,SEA,W,4-1,Shaquille O'Neal*,1.2,Eddie Jones,1.0,0.2,Hersey Hawkins,0.8,6.88,6.33,0.55
1998,Western Conf Semifinals,SEA,LAL,L,1-4,Hersey Hawkins,0.8,Gary Payton*,0.8,0.0,Shaquille O'Neal*,1.2,6.33,6.88,-0.55
1998,Western Conf Semifinals,UTA,SAS,W,4-1,Karl Malone*,1.8,John Stockton*,1.2,0.6,David Robinson*,0.7,5.73,3.3,2.43
1998,Western Conf Semifinals,SAS,UTA,L,1-4,David Robinson*,0.7,Tim Duncan*,0.5,0.2,Karl Malone*,1.8,3.3,5.73,-2.43
1998,Eastern Conf Finals,CHI,IND,W,4-3,Michael Jordan*,2.4,Scottie Pippen*,1.6,0.8,Reggie Miller*,1.0,7.24,6.25,0.99
1998,Eastern Conf Finals,IND,CHI,L,3-4,Reggie Miller*,1.0,Mark Jackson,0.8,0.2,Michael Jordan*,2.4,6.25,7.24,-0.99
1998,Western Conf Finals,UTA,LAL,W,4-0,Karl Malone*,1.8,John Stockton*,1.2,0.6,Shaquille O'Neal*,1.2,5.73,6.88,-1.15
1998,Western Conf Finals,LAL,UTA,L,0-4,Shaquille O'Neal*,1.2,Eddie Jones,1.0,0.2,Karl Malone*,1.8,6.88,5.73,1.15
1998,Finals,CHI,UTA,W,4-2,Michael Jordan*,2.4,Scottie Pippen*,1.6,0.8,Karl Malone*,1.8,7.24,5.73,1.51
1998,Finals,UTA,CHI,L,2-4,Karl Malone*,1.8,John Stockton*,1.2,0.6,Michael Jordan*,2.4,5.73,7.24,-1.51
1997,Eastern Conf First Round,ATL,DET,W,3-2,Dikembe Mutombo*,0.9,Mookie Blaylock,0.8,0.1,Grant Hill*,0.4,5.52,5.45,0.07
1997,Eastern Conf First Round,DET,ATL,L,2-3,Grant Hill*,0.4,Lindsey Hunter,0.3,0.1,Dikembe Mutombo*,0.9,5.45,5.52,-0.07
1997,Eastern Conf First Round,MIA,ORL,W,3-2,Tim Hardaway*,1.1,Dan Majerle,0.9,0.2,Anfernee Hardaway,0.8,5.56,-0.07,5.63
1997,Eastern Conf First Round,ORL,MIA,L,2-3,Anfernee Hardaway,0.8,Darrell Armstrong,0.3,0.5,Tim Hardaway*,1.1,-0.07,5.56,-5.63
1997,Western Conf First Round,HOU,MIN,W,3-0,Hakeem Olajuwon*,1.8,Clyde Drexler*,1.0,0.8,Kevin Garnett*,0.1,3.85,-1.82,5.67
1997,Western Conf First Round,MIN,HOU,L,0-3,Kevin Garnett*,0.1,Tom Gugliotta,0.1,0.0,Hakeem Olajuwon*,1.8,-1.82,3.85,-5.67
1997,Western Conf First Round,LAL,POR,W,3-1,Shaquille O'Neal*,0.7,Eddie Jones,0.4,0.3,Kenny Anderson,0.2,3.66,3.56,0.1
1997,Western Conf First Round,POR,LAL,L,1-3,Kenny Anderson,0.2,Rasheed Wallace,0.2,0.0,Shaquille O'Neal*,0.7,3.56,3.66,-0.1
1997,Western Conf First Round,SEA,PHO,W,3-2,Gary Payton*,0.9,Hersey Hawkins,0.8,0.1,Wesley Person,0.3,6.91,0.21,6.7
1997,Western Conf First Round,PHO,SEA,L,2-3,Wesley Person,0.3,Rex Chapman,0.2,0.1,Gary Payton*,0.9,0.21,6.91,-6.7
1997,Western Conf First Round,UTA,LAC,W,3-0,John Stockton*,1.8,Karl Malone*,1.2,0.6,Brent Barry,0.1,7.97,-2.66,10.63
1997,Western Conf First Round,LAC,UTA,L,0-3,Brent Barry,0.1,Darrick Martin,0.1,0.0,John Stockton*,1.8,-2.66,7.97,-10.63
1997,Eastern Conf Semifinals,CHI,ATL,W,4-1,Michael Jordan*,2.4,Scottie Pippen*,1.4,1.0,Dikembe Mutombo*,0.9,10.7,5.52,5.18
1997,Eastern Conf Semifinals,ATL,CHI,L,1-4,Dikembe Mutombo*,0.9,Mookie Blaylock,0.8,0.1,Michael Jordan*,2.4,5.52,10.7,-5.18
1997,Eastern Conf Semifinals,MIA,NYK,W,4-3,Tim Hardaway*,1.1,Dan Majerle,0.9,0.2,Larry Johnson,0.5,5.56,3.31,2.25
1997,Eastern Conf Semifinals,NYK,MIA,L,3-4,Larry Johnson,0.5,Patrick Ewing*,0.4,0.1,Tim Hardaway*,1.1,3.31,5.56,-2.25
1997,Western Conf Semifinals,HOU,SEA,W,4-3,Hakeem Olajuwon*,1.8,Clyde Drexler*,1.0,0.8,Gary Payton*,0.9,3.85,6.91,-3.06
1997,Western Conf Semifinals,SEA,HOU,L,3-4,Gary Payton*,0.9,Hersey Hawkins,0.8,0.1,Hakeem Olajuwon*,1.8,6.91,3.85,3.06
1997,Western Conf Semifinals,UTA,LAL,W,4-1,John Stockton*,1.8,Karl Malone*,1.2,0.6,Shaquille O'Neal*,0.7,7.97,3.66,4.31
1997,Western Conf Semifinals,LAL,UTA,L,1-4,Shaquille O'Neal*,0.7,Eddie Jones,0.4,0.3,John Stockton*,1.8,3.66,7.97,-4.31
1997,Eastern Conf Finals,CHI,MIA,W,4-1,Michael Jordan*,2.4,Scottie Pippen*,1.4,1.0,Tim Hardaway*,1.1,10.7,5.56,5.14
1997,Eastern Conf Finals,MIA,CHI,L,1-4,Tim Hardaway*,1.1,Dan Majerle,0.9,0.2,Michael Jordan*,2.4,5.56,10.7,-5.14
1997,Western Conf Finals,UTA,HOU,W,4-2,John Stockton*,1.8,Karl Malone*,1.2,0.6,Hakeem Olajuwon*,1.8,7.97,3.85,4.12
1997,Western Conf Finals,HOU,UTA,L,2-4,Hakeem Olajuwon*,1.8,Clyde Drexler*,1.0,0.8,John Stockton*,1.8,3.85,7.97,-4.12
1997,Finals,CHI,UTA,W,4-2,Michael Jordan*,2.4,Scottie Pippen*,1.4,1.0,John Stockton*,1.8,10.7,7.97,2.73
1997,Finals,UTA,CHI,L,2-4,John Stockton*,1.8,Karl Malone*,1.2,0.6,Michael Jordan*,2.4,7.97,10.7,-2.73
1996,Eastern Conf First Round,ATL,IND,W,3-2,Mookie Blaylock,0.7,Steve Smith,0.7,0.0,Reggie Miller*,0.2,1.29,3.11,-1.82
1996,Eastern Conf First Round,IND,ATL,L,2-3,Reggie Miller*,0.2,Rik Smits,0.2,0.0,Mookie Blaylock,0.7,3.11,1.29,1.82
1996,Eastern Conf First Round,CHI,MIA,W,3-0,Michael Jordan*,2.4,Scottie Pippen*,1.8,0.6,Rex Chapman,0.1,11.8,1.46,10.34
1996,Eastern Conf First Round,MIA,CHI,L,0-3,Rex Chapman,0.1,Sasha DaniloviÄ,0.1,0.0,Michael Jordan*,2.4,1.46,11.8,-10.34
1996,Eastern Conf First Round,NYK,CLE,W,3-0,John Starks,0.5,Patrick Ewing*,0.4,0.1,Dan Majerle,0.3,2.24,2.49,-0.25
1996,Eastern Conf First Round,CLE,NYK,L,0-3,Dan Majerle,0.3,Terrell Brandon,0.1,0.2,John Starks,0.5,2.49,2.24,0.25
1996,Eastern Conf First Round,ORL,DET,W,3-0,Anfernee Hardaway,1.1,Shaquille O'Neal*,1.0,0.1,Grant Hill*,0.2,5.4,2.45,2.95
1996,Eastern Conf First Round,DET,ORL,L,0-3,Grant Hill*,0.2,Joe Dumars*,0.1,0.1,Anfernee Hardaway,1.1,2.45,5.4,-2.95
1996,Western Conf First Round,HOU,LAL,W,3-1,Robert Horry,0.5,Clyde Drexler*,0.4,0.1,Eddie Jones,0.3,1.63,4.21,-2.58
1996,Western Conf First Round,LAL,HOU,L,1-3,Eddie Jones,0.3,Cedric Ceballos,0.2,0.1,Robert Horry,0.5,4.21,1.63,2.58
1996,Western Conf First Round,SAS,PHO,W,3-1,David Robinson*,0.8,Chuck Person,0.4,0.4,Charles Barkley*,0.4,5.98,0.28,5.7
1996,Western Conf First Round,PHO,SAS,L,1-3,Charles Barkley*,0.4,Kevin Johnson,0.2,0.2,David Robinson*,0.8,0.28,5.98,-5.7
1996,Western Conf First Round,SEA,SAC,W,3-1,Gary Payton*,1.6,Shawn Kemp,1.2,0.4,Olden Polynice,0.2,7.4,-2.62,10.02
1996,Western Conf First Round,SAC,SEA,L,1-3,Olden Polynice,0.2,Mitch Richmond*,0.2,0.0,Gary Payton*,1.6,-2.62,7.4,-10.02
1996,Western Conf First Round,UTA,POR,W,3-2,Karl Malone*,1.4,Jeff Hornacek,1.3,0.1,Arvydas Sabonis*,0.4,6.25,2.21,4.04
1996,Western Conf First Round,POR,UTA,L,2-3,Arvydas Sabonis*,0.4,Rod Strickland,0.4,0.0,Karl Malone*,1.4,2.21,6.25,-4.04
1996,Eastern Conf Semifinals,CHI,NYK,W,4-1,Michael Jordan*,2.4,Scottie Pippen*,1.8,0.6,John Starks,0.5,11.8,2.24,9.56
1996,Eastern Conf Semifinals,NYK,CHI,L,1-4,John Starks,0.5,Patrick Ewing*,0.4,0.1,Michael Jordan*,2.4,2.24,11.8,-9.56
1996,Eastern Conf Semifinals,ORL,ATL,W,4-1,Anfernee Hardaway,1.1,Shaquille O'Neal*,1.0,0.1,Mookie Blaylock,0.7,5.4,1.29,4.11
1996,Eastern Conf Semifinals,ATL,ORL,L,1-4,Mookie Blaylock,0.7,Steve Smith,0.7,0.0,Anfernee Hardaway,1.1,1.29,5.4,-4.11
1996,Western Conf Semifinals,SEA,HOU,W,4-0,Gary Payton*,1.6,Shawn Kemp,1.2,0.4,Robert Horry,0.5,7.4,1.63,5.77
1996,Western Conf Semifinals,HOU,SEA,L,0-4,Robert Horry,0.5,Clyde Drexler*,0.4,0.1,Gary Payton*,1.6,1.63,7.4,-5.77
1996,Western Conf Semifinals,UTA,SAS,W,4-2,Karl Malone*,1.4,Jeff Hornacek,1.3,0.1,David Robinson*,0.8,6.25,5.98,0.27
1996,Western Conf Semifinals,SAS,UTA,L,2-4,David Robinson*,0.8,Chuck Person,0.4,0.4,Karl Malone*,1.4,5.98,6.25,-0.27
1996,Eastern Conf Finals,CHI,ORL,W,4-0,Michael Jordan*,2.4,Scottie Pippen*,1.8,0.6,Anfernee Hardaway,1.1,11.8,5.4,6.4
1996,Eastern Conf Finals,ORL,CHI,L,0-4,Anfernee Hardaway,1.1,Shaquille O'Neal*,1.0,0.1,Michael Jordan*,2.4,5.4,11.8,-6.4
1996,Western Conf Finals,SEA,UTA,W,4-3,Gary Payton*,1.6,Shawn Kemp,1.2,0.4,Karl Malone*,1.4,7.4,6.25,1.15
1996,Western Conf Finals,UTA,SEA,L,3-4,Karl Malone*,1.4,Jeff Hornacek,1.3,0.1,Gary Payton*,1.6,6.25,7.4,-1.15
1996,Finals,CHI,SEA,W,4-2,Michael Jordan*,2.4,Scottie Pippen*,1.8,0.6,Gary Payton*,1.6,11.8,7.4,4.4
1996,Finals,SEA,CHI,L,2-4,Gary Payton*,1.6,Shawn Kemp,1.2,0.4,Michael Jordan*,2.4,7.4,11.8,-4.4
1995,Eastern Conf First Round,IND,ATL,W,3-0,Reggie Miller*,1.4,Rik Smits,0.9,0.5,Steve Smith,0.2,3.35,1.06,2.29
1995,Eastern Conf First Round,ATL,IND,L,0-3,Steve Smith,0.2,Stacey Augmon,0.1,0.1,Reggie Miller*,1.4,1.06,3.35,-2.29
1995,Eastern Conf First Round,NYK,CLE,W,3-1,Derek Harper,0.6,Charles Oakley,0.6,0.0,Danny Ferry,0.2,2.78,0.55,2.23
1995,Eastern Conf First Round,CLE,NYK,L,1-3,Danny Ferry,0.2,Chris Mills,0.2,0.0,Derek Harper,0.6,0.55,2.78,-2.23
1995,Eastern Conf First Round,ORL,BOS,W,3-1,Anfernee Hardaway,1.6,Shaquille O'Neal*,1.5,0.1,Dee Brown,0.3,6.44,-1.92,8.36
1995,Eastern Conf First Round,BOS,ORL,L,1-3,Dee Brown,0.3,Dominique Wilkins*,0.3,0.0,Anfernee Hardaway,1.6,-1.92,6.44,-8.36
1995,Western Conf First Round,HOU,UTA,W,3-2,Hakeem Olajuwon*,1.7,Clyde Drexler*,1.5,0.2,Karl Malone*,0.4,2.32,7.76,-5.44
1995,Western Conf First Round,UTA,HOU,L,2-3,Karl Malone*,0.4,John Stockton*,0.3,0.1,Hakeem Olajuwon*,1.7,7.76,2.32,5.44
1995,Western Conf First Round,LAL,SEA,W,3-1,Nick Van Exel,0.7,Elden Campbell,0.4,0.3,Shawn Kemp,0.4,-0.01,7.91,-7.92
1995,Western Conf First Round,SEA,LAL,L,1-3,Shawn Kemp,0.4,Nate McMillan,0.2,0.2,Nick Van Exel,0.7,7.91,-0.01,7.92
1995,Western Conf First Round,PHO,POR,W,3-0,Kevin Johnson,0.9,Charles Barkley*,0.8,0.1,Harvey Grant,0.1,3.86,3.8,0.06
1995,Western Conf First Round,POR,PHO,L,0-3,Harvey Grant,0.1,Jerome Kersey,0.1,0.0,Kevin Johnson,0.9,3.8,3.86,-0.06
1995,Western Conf First Round,SAS,DEN,W,3-0,David Robinson*,1.3,Avery Johnson,0.9,0.4,Bryant Stith,0.2,5.9,0.96,4.94
1995,Western Conf First Round,DEN,SAS,L,0-3,Bryant Stith,0.2,Dale Ellis,0.1,0.1,David Robinson*,1.3,0.96,5.9,-4.94
1995,Eastern Conf Semifinals,IND,NYK,W,4-3,Reggie Miller*,1.4,Rik Smits,0.9,0.5,Derek Harper,0.6,3.35,2.78,0.57
1995,Eastern Conf Semifinals,NYK,IND,L,3-4,Derek Harper,0.6,Charles Oakley,0.6,0.0,Reggie Miller*,1.4,2.78,3.35,-0.57
1995,Eastern Conf Semifinals,ORL,CHI,W,4-2,Anfernee Hardaway,1.6,Shaquille O'Neal*,1.5,0.1,Michael Jordan*,1.0,6.44,4.32,2.12
1995,Eastern Conf Semifinals,CHI,ORL,L,2-4,Michael Jordan*,1.0,Scottie Pippen*,0.8,0.2,Anfernee Hardaway,1.6,4.32,6.44,-2.12
1995,Western Conf Semifinals,HOU,PHO,W,4-3,Hakeem Olajuwon*,1.7,Clyde Drexler*,1.5,0.2,Kevin Johnson,0.9,2.32,3.86,-1.54
1995,Western Conf Semifinals,PHO,HOU,L,3-4,Kevin Johnson,0.9,Charles Barkley*,0.8,0.1,Hakeem Olajuwon*,1.7,3.86,2.32,1.54
1995,Western Conf Semifinals,SAS,LAL,W,4-2,David Robinson*,1.3,Avery Johnson,0.9,0.4,Nick Van Exel,0.7,5.9,-0.01,5.91
1995,Western Conf Semifinals,LAL,SAS,L,2-4,Nick Van Exel,0.7,Elden Campbell,0.4,0.3,David Robinson*,1.3,-0.01,5.9,-5.91
1995,Eastern Conf Finals,ORL,IND,W,4-3,Anfernee Hardaway,1.6,Shaquille O'Neal*,1.5,0.1,Reggie Miller*,1.4,6.44,3.35,3.09
1995,Eastern Conf Finals,IND,ORL,L,3-4,Reggie Miller*,1.4,Rik Smits,0.9,0.5,Anfernee Hardaway,1.6,3.35,6.44,-3.09
1995,Western Conf Finals,HOU,SAS,W,4-2,Hakeem Olajuwon*,1.7,Clyde Drexler*,1.5,0.2,David Robinson*,1.3,2.32,5.9,-3.58
1995,Western Conf Finals,SAS,HOU,L,2-4,David Robinson*,1.3,Avery Johnson,0.9,0.4,Hakeem Olajuwon*,1.7,5.9,2.32,3.58
1995,Finals,HOU,ORL,W,4-0,Hakeem Olajuwon*,1.7,Clyde Drexler*,1.5,0.2,Anfernee Hardaway,1.6,2.32,6.44,-4.12
1995,Finals,ORL,HOU,L,0-4,Anfernee Hardaway,1.6,Shaquille O'Neal*,1.5,0.1,Hakeem Olajuwon*,1.7,6.44,2.32,4.12
1994,Eastern Conf First Round,ATL,MIA,W,3-2,Mookie Blaylock,0.7,Danny Manning,0.7,0.0,Steve Smith,0.3,4.94,2.4,2.54
