Season,Round,Team,Opp,Result,Series,Best_Player,Best_VORP,Second_Player,Second_VORP,Carry_Delta,Opp_Best_Player,Opp_Best_VORP,Team_SRS,Opp_SRS,SRS_Delta
2025,Eastern Conf First Round,CLE,MIA,W,4-0,Donovan Mitchell,0.7,Evan Mobley,0.5,0.2,Haywood Highsmith,0.1,8.81,0.11,8.7
2025,Eastern Conf First Round,MIA,CLE,L,0-4,Haywood Highsmith,0.1,Davion Mitchell,0.1,0.0,Donovan Mitchell,0.7,0.11,8.81,-8.7
2025,Eastern Conf First Round,IND,MIL,W,4-1,Tyrese Haliburton,1.3,Pascal Siakam,1.2,0.1,Giannis Antetokounmpo,0.6,1.68,2.12,-0.44
2025,Eastern Conf First Round,MIL,IND,L,1-4,Giannis Antetokounmpo,0.6,Gary Trent Jr.,0.4,0.2,Tyrese Haliburton,1.3,2.12,1.68,0.44
2025,Eastern Conf First Round,NYK,DET,W,4-2,Jalen Brunson,1.2,Josh Hart,0.9,0.3,Cade Cunningham,0.3,3.59,1.73,1.86
2025,Eastern Conf First Round,DET,NYK,L,2-4,Cade Cunningham,0.3,Jalen Duren,0.3,0.0,Jalen Brunson,1.2,1.73,3.59,-1.86
2025,Eastern Conf First Round,BOS,ORL,W,4-1,Jayson Tatum,0.9,Derrick White,0.9,0.0,Paolo Banchero,0.4,8.28,-0.7,8.98
2025,Eastern Conf First Round,ORL,BOS,L,1-4,Paolo Banchero,0.4,Franz Wagner,0.3,0.1,Jayson Tatum,0.9,-0.7,8.28,-8.98
2025,Western Conf First Round,OKC,MEM,W,4-0,Shai Gilgeous-Alexander,2.2,Jalen Williams,1.2,1.0,Santi Aldama,0.1,12.7,4.79,7.91
2025,Western Conf First Round,MEM,OKC,L,0-4,Santi Aldama,0.1,Marvin Bagley III,0.1,0.0,Shai Gilgeous-Alexander,2.2,4.79,12.7,-7.91
2025,Western Conf First Round,DEN,LAC,W,4-3,Nikola JokiÄ,1.8,Jamal Murray,0.6,1.2,Kawhi Leonard,0.6,3.97,4.84,-0.87
2025,Western Conf First Round,LAC,DEN,L,3-4,Kawhi Leonard,0.6,James Harden,0.4,0.2,Nikola JokiÄ,1.8,4.84,3.97,0.87
2025,Western Conf First Round,MIN,LAL,W,4-1,Anthony Edwards,1.2,Julius Randle,0.8,0.4,LeBron James,0.6,5.15,1.45,3.7
2025,Western Conf First Round,LAL,MIN,L,1-4,LeBron James,0.6,Luka DonÄiÄ,0.4,0.2,Anthony Edwards,1.2,1.45,5.15,-3.7
2025,Western Conf First Round,GSW,HOU,W,4-3,Jimmy Butler,0.7,Stephen Curry,0.6,0.1,Alperen ÅengÃ¼n,0.4,3.56,4.97,-1.41
2025,Western Conf First Round,HOU,GSW,L,3-4,Alperen ÅengÃ¼n,0.4,Fred VanVleet,0.4,0.0,Jimmy Butler,0.7,4.97,3.56,1.41
2025,Eastern Conf Semifinals,IND,CLE,W,4-1,Tyrese Haliburton,1.3,Pascal Siakam,1.2,0.1,Donovan Mitchell,0.7,1.68,8.81,-7.13
2025,Eastern Conf Semifinals,CLE,IND,L,1-4,Donovan Mitchell,0.7,Evan Mobley,0.5,0.2,Tyrese Haliburton,1.3,8.81,1.68,7.13
2025,Eastern Conf Semifinals,NYK,BOS,W,4-2,Jalen Brunson,1.2,Josh Hart,0.9,0.3,Jayson Tatum,0.9,3.59,8.28,-4.69
2025,Eastern Conf Semifinals,BOS,NYK,L,2-4,Jayson Tatum,0.9,Derrick White,0.9,0.0,Jalen Brunson,1.2,8.28,3.59,4.69
2025,Western Conf Semifinals,OKC,DEN,W,4-3,Shai Gilgeous-Alexander,2.2,Jalen Williams,1.2,1.0,Nikola JokiÄ,1.8,12.7,3.97,8.73
2025,Western Conf Semifinals,DEN,OKC,L,3-4,Nikola JokiÄ,1.8,Jamal Murray,0.6,1.2,Shai Gilgeous-Alexander,2.2,3.97,12.7,-8.73
2025,Western Conf Semifinals,MIN,GSW,W,4-1,Anthony Edwards,1.2,Julius Randle,0.8,0.4,Jimmy Butler,0.7,5.15,3.56,1.59
2025,Western Conf Semifinals,GSW,MIN,L,1-4,Jimmy Butler,0.7,Stephen Curry,0.6,0.1,Anthony Edwards,1.2,3.56,5.15,-1.59
2025,Eastern Conf Finals,IND,NYK,W,4-2,Tyrese Haliburton,1.3,Pascal Siakam,1.2,0.1,Jalen Brunson,1.2,1.68,3.59,-1.91
2025,Eastern Conf Finals,NYK,IND,L,2-4,Jalen Brunson,1.2,Josh Hart,0.9,0.3,Tyrese Haliburton,1.3,3.59,1.68,1.91
2025,Western Conf Finals,OKC,MIN,W,4-1,Shai Gilgeous-Alexander,2.2,Jalen Williams,1.2,1.0,Anthony Edwards,1.2,12.7,5.15,7.55
2025,Western Conf Finals,MIN,OKC,L,1-4,Anthony Edwards,1.2,Julius Randle,0.8,0.4,Shai Gilgeous-Alexander,2.2,5.15,12.7,-7.55
2025,Finals,OKC,IND,W,4-3,Shai Gilgeous-Alexander,2.2,Jalen Williams,1.2,1.0,Tyrese Haliburton,1.3,12.7,1.68,11.02
2025,Finals,IND,OKC,L,3-4,Tyrese Haliburton,1.3,Pascal Siakam,1.2,0.1,Shai Gilgeous-Alexander,2.2,1.68,12.7,-11.02
2024,Eastern Conf First Round,BOS,MIA,W,4-1,Derrick White,1.3,Jayson Tatum,1.1,0.2,Bam Adebayo,0.2,10.75,1.1,9.65
2024,Eastern Conf First Round,MIA,BOS,L,1-4,Bam Adebayo,0.2,Nikola JoviÄ,0.2,0.0,Derrick White,1.3,1.1,10.75,-9.65
2024,Eastern Conf First Round,CLE,ORL,W,4-3,Donovan Mitchell,0.9,Evan Mobley,0.6,0.3,Franz Wagner,0.5,1.98,1.48,0.5
2024,Eastern Conf First Round,ORL,CLE,L,3-4,Franz Wagner,0.5,Paolo Banchero,0.4,0.1,Donovan Mitchell,0.9,1.48,1.98,-0.5
2024,Eastern Conf First Round,IND,MIL,W,4-2,Tyrese Haliburton,1.1,Pascal Siakam,0.7,0.4,Damian Lillard,0.4,2.75,2.44,0.31
2024,Eastern Conf First Round,MIL,IND,L,2-4,Damian Lillard,0.4,Brook Lopez,0.2,0.2,Tyrese Haliburton,1.1,2.44,2.75,-0.31
2024,Eastern Conf First Round,NYK,PHI,W,4-2,Jalen Brunson,0.8,Donte DiVincenzo,0.5,0.3,Joel Embiid,0.7,4.36,2.51,1.85
2024,Eastern Conf First Round,PHI,NYK,L,2-4,Joel Embiid,0.7,Tyrese Maxey,0.5,0.2,Jalen Brunson,0.8,2.51,4.36,-1.85
2024,Western Conf First Round,OKC,NOP,W,4-0,Shai Gilgeous-Alexander,1.1,Jalen Williams,0.6,0.5,Herbert Jones,0.1,7.36,4.46,2.9
2024,Western Conf First Round,NOP,OKC,L,0-4,Herbert Jones,0.1,Naji Marshall,0.1,0.0,Shai Gilgeous-Alexander,1.1,4.46,7.36,-2.9
2024,Western Conf First Round,DAL,LAC,W,4-2,Luka DonÄiÄ,2.2,Kyrie Irving,1.0,1.2,James Harden,0.6,2.3,3.41,-1.11
2024,Western Conf First Round,LAC,DAL,L,2-4,James Harden,0.6,Paul George,0.3,0.3,Luka DonÄiÄ,2.2,3.41,2.3,1.11
2024,Western Conf First Round,MIN,PHO,W,4-0,Anthony Edwards,1.4,Mike Conley,0.6,0.8,Devin Booker,0.3,6.39,3.08,3.31
2024,Western Conf First Round,PHO,MIN,L,0-4,Devin Booker,0.3,Kevin Durant,0.2,0.1,Anthony Edwards,1.4,3.08,6.39,-3.31
2024,Western Conf First Round,DEN,LAL,W,4-1,Nikola JokiÄ,1.8,Aaron Gordon,0.7,1.1,LeBron James,0.7,5.23,1.07,4.16
2024,Western Conf First Round,LAL,DEN,L,1-4,LeBron James,0.7,Anthony Davis,0.5,0.2,Nikola JokiÄ,1.8,1.07,5.23,-4.16
2024,Eastern Conf Semifinals,IND,NYK,W,4-3,Tyrese Haliburton,1.1,Pascal Siakam,0.7,0.4,Jalen Brunson,0.8,2.75,4.36,-1.61
2024,Eastern Conf Semifinals,NYK,IND,L,3-4,Jalen Brunson,0.8,Donte DiVincenzo,0.5,0.3,Tyrese Haliburton,1.1,4.36,2.75,1.61
2024,Western Conf Semifinals,DAL,OKC,W,4-2,Luka DonÄiÄ,2.2,Kyrie Irving,1.0,1.2,Shai Gilgeous-Alexander,1.1,2.3,7.36,-5.06
2024,Western Conf Semifinals,OKC,DAL,L,2-4,Shai Gilgeous-Alexander,1.1,Jalen Williams,0.6,0.5,Luka DonÄiÄ,2.2,7.36,2.3,5.06
2024,Western Conf Semifinals,MIN,DEN,W,4-3,Anthony Edwards,1.4,Mike Conley,0.6,0.8,Nikola JokiÄ,1.8,6.39,5.23,1.16
2024,Western Conf Semifinals,DEN,MIN,L,3-4,Nikola JokiÄ,1.8,Aaron Gordon,0.7,1.1,Anthony Edwards,1.4,5.23,6.39,-1.16
2024,Eastern Conf Semifinals,BOS,CLE,W,4-1,Derrick White,1.3,Jayson Tatum,1.1,0.2,Donovan Mitchell,0.9,10.75,1.98,8.77
2024,Eastern Conf Semifinals,CLE,BOS,L,1-4,Donovan Mitchell,0.9,Evan Mobley,0.6,0.3,Derrick White,1.3,1.98,10.75,-8.77
2024,Eastern Conf Finals,BOS,IND,W,4-0,Derrick White,1.3,Jayson Tatum,1.1,0.2,Tyrese Haliburton,1.1,10.75,2.75,8.0
2024,Eastern Conf Finals,IND,BOS,L,0-4,Tyrese Haliburton,1.1,Pascal Siakam,0.7,0.4,Derrick White,1.3,2.75,10.75,-8.0
2024,Western Conf Finals,DAL,MIN,W,4-1,Luka DonÄiÄ,2.2,Kyrie Irving,1.0,1.2,Anthony Edwards,1.4,2.3,6.39,-4.09
2024,Western Conf Finals,MIN,DAL,L,1-4,Anthony Edwards,1.4,Mike Conley,0.6,0.8,Luka DonÄiÄ,2.2,6.39,2.3,4.09
2024,Finals,BOS,DAL,W,4-1,Derrick White,1.3,Jayson Tatum,1.1,0.2,Luka DonÄiÄ,2.2,10.75,2.3,8.45
2024,Finals,DAL,BOS,L,1-4,Luka DonÄiÄ,2.2,Kyrie Irving,1.0,1.2,Derrick White,1.3,2.3,10.75,-8.45
2023,Eastern Conf First Round,MIA,MIL,W,4-1,Jimmy Butler,1.9,Caleb Martin,0.8,1.1,Pat Connaughton,0.2,-0.13,3.61,-3.74
2023,Eastern Conf First Round,MIL,MIA,L,1-4,Pat Connaughton,0.2,Brook Lopez,0.2,0.0,Jimmy Butler,1.9,3.61,-0.13,3.74
2023,Eastern Conf First Round,NYK,CLE,W,4-1,Jalen Brunson,1.1,RJ Barrett,0.3,0.8,Donovan Mitchell,0.4,2.99,5.23,-2.24
2023,Eastern Conf First Round,CLE,NYK,L,1-4,Donovan Mitchell,0.4,Jarrett Allen,0.2,0.2,Jalen Brunson,1.1,5.23,2.99,2.24
2023,Eastern Conf First Round,PHI,BRK,W,4-0,James Harden,0.6,Tyrese Maxey,0.5,0.1,Nic Claxton,0.2,4.37,1.03,3.34
2023,Eastern Conf First Round,BRK,PHI,L,0-4,Nic Claxton,0.2,Cameron Johnson,0.2,0.0,James Harden,0.6,1.03,4.37,-3.34
2023,Eastern Conf First Round,BOS,ATL,W,4-2,Jayson Tatum,1.5,Derrick White,0.8,0.7,Bogdan BogdanoviÄ,0.3,6.38,0.32,6.06
2023,Eastern Conf First Round,ATL,BOS,L,2-4,Bogdan BogdanoviÄ,0.3,Dejounte Murray,0.3,0.0,Jayson Tatum,1.5,0.32,6.38,-6.06
2023,Western Conf First Round,DEN,MIN,W,4-1,Nikola JokiÄ,3.0,Jamal Murray,1.4,1.6,Anthony Edwards,0.6,3.04,-0.22,3.26
2023,Western Conf First Round,MIN,DEN,L,1-4,Anthony Edwards,0.6,Kyle Anderson,0.1,0.5,Nikola JokiÄ,3.0,-0.22,3.04,-3.26
2023,Western Conf First Round,PHO,LAC,W,4-1,Devin Booker,1.5,Kevin Durant,0.8,0.7,Kawhi Leonard,0.3,2.08,0.31,1.77
2023,Western Conf First Round,LAC,PHO,L,1-4,Kawhi Leonard,0.3,Mason Plumlee,0.2,0.1,Devin Booker,1.5,0.31,2.08,-1.77
2023,Western Conf First Round,GSW,SAC,W,4-3,Stephen Curry,1.1,Draymond Green,0.5,0.6,De'Aaron Fox,0.5,1.66,2.3,-0.64
2023,Western Conf First Round,SAC,GSW,L,3-4,De'Aaron Fox,0.5,Malik Monk,0.3,0.2,Stephen Curry,1.1,2.3,1.66,0.64
2023,Western Conf First Round,LAL,MEM,W,4-2,LeBron James,1.5,Anthony Davis,1.2,0.3,Ja Morant,0.4,0.43,3.6,-3.17
2023,Western Conf First Round,MEM,LAL,L,2-4,Ja Morant,0.4,Santi Aldama,0.2,0.2,LeBron James,1.5,3.6,0.43,3.17
2023,Eastern Conf Semifinals,MIA,NYK,W,4-2,Jimmy Butler,1.9,Caleb Martin,0.8,1.1,Jalen Brunson,1.1,-0.13,2.99,-3.12
2023,Eastern Conf Semifinals,NYK,MIA,L,2-4,Jalen Brunson,1.1,RJ Barrett,0.3,0.8,Jimmy Butler,1.9,2.99,-0.13,3.12
2023,Eastern Conf Semifinals,BOS,PHI,W,4-3,Jayson Tatum,1.5,Derrick White,0.8,0.7,James Harden,0.6,6.38,4.37,2.01
2023,Eastern Conf Semifinals,PHI,BOS,L,3-4,James Harden,0.6,Tyrese Maxey,0.5,0.1,Jayson Tatum,1.5,4.37,6.38,-2.01
2023,Western Conf Semifinals,DEN,PHO,W,4-2,Nikola JokiÄ,3.0,Jamal Murray,1.4,1.6,Devin Booker,1.5,3.04,2.08,0.96
2023,Western Conf Semifinals,PHO,DEN,L,2-4,Devin Booker,1.5,Kevin Durant,0.8,0.7,Nikola JokiÄ,3.0,2.08,3.04,-0.96
2023,Western Conf Semifinals,LAL,GSW,W,4-2,LeBron James,1.5,Anthony Davis,1.2,0.3,Stephen Curry,1.1,0.43,1.66,-1.23
2023,Western Conf Semifinals,GSW,LAL,L,2-4,Stephen Curry,1.1,Draymond Green,0.5,0.6,LeBron James,1.5,1.66,0.43,1.23
2023,Western Conf Finals,DEN,LAL,W,4-0,Nikola JokiÄ,3.0,Jamal Murray,1.4,1.6,LeBron James,1.5,3.04,0.43,2.61
2023,Western Conf Finals,LAL,DEN,L,0-4,LeBron James,1.5,Anthony Davis,1.2,0.3,Nikola JokiÄ,3.0,0.43,3.04,-2.61
2023,Eastern Conf Finals,MIA,BOS,W,4-3,Jimmy Butler,1.9,Caleb Martin,0.8,1.1,Jayson Tatum,1.5,-0.13,6.38,-6.51
2023,Eastern Conf Finals,BOS,MIA,L,3-4,Jayson Tatum,1.5,Derrick White,0.8,0.7,Jimmy Butler,1.9,6.38,-0.13,6.51
2023,Finals,DEN,MIA,W,4-1,Nikola JokiÄ,3.0,Jamal Murray,1.4,1.6,Jimmy Butler,1.9,3.04,-0.13,3.17
2023,Finals,MIA,DEN,L,1-4,Jimmy Butler,1.9,Caleb Martin,0.8,1.1,Nikola JokiÄ,3.0,-0.13,3.04,-3.17
2022,Eastern Conf First Round,MIL,CHI,W,4-1,Giannis Antetokounmpo,1.4,Jrue Holiday,0.4,1.0,Nikola VuÄeviÄ,0.3,3.22,-0.38,3.6
2022,Eastern Conf First Round,CHI,MIL,L,1-4,Nikola VuÄeviÄ,0.3,Alex Caruso,0.2,0.1,Giannis Antetokounmpo,1.4,-0.38,3.22,-3.6
2022,Western Conf First Round,MEM,MIN,W,4-2,Ja Morant,0.9,Desmond Bane,0.6,0.3,Anthony Edwards,0.3,5.37,2.53,2.84
2022,Western Conf First Round,MIN,MEM,L,2-4,Anthony Edwards,0.3,Jaden McDaniels,0.2,0.1,Ja Morant,0.9,2.53,5.37,-2.84
2022,Eastern Conf First Round,BOS,BRK,W,4-0,Al Horford,1.7,Jayson Tatum,1.6,0.1,Bruce Brown,0.2,7.02,0.82,6.2
2022,Eastern Conf First Round,BRK,BOS,L,0-4,Bruce Brown,0.2,Nic Claxton,0.2,0.0,Al Horford,1.7,0.82,7.02,-6.2
2022,Western Conf First Round,GSW,DEN,W,4-1,Stephen Curry,1.9,Jordan Poole,0.7,1.2,Nikola JokiÄ,0.6,5.52,2.16,3.36
2022,Western Conf First Round,DEN,GSW,L,1-4,Nikola JokiÄ,0.6,DeMarcus Cousins,0.2,0.4,Stephen Curry,1.9,2.16,5.52,-3.36
2022,Western Conf First Round,DAL,UTA,W,4-2,Luka DonÄiÄ,1.6,Jalen Brunson,0.6,1.0,Jordan Clarkson,0.3,3.12,5.67,-2.55
2022,Western Conf First Round,UTA,DAL,L,2-4,Jordan Clarkson,0.3,Donovan Mitchell,0.3,0.0,Luka DonÄiÄ,1.6,5.67,3.12,2.55
2022,Eastern Conf First Round,PHI,TOR,W,4-2,Tobias Harris,0.6,James Harden,0.5,0.1,Pascal Siakam,0.3,2.57,2.38,0.19
2022,Eastern Conf First Round,TOR,PHI,L,2-4,Pascal Siakam,0.3,Chris Boucher,0.2,0.1,Tobias Harris,0.6,2.38,2.57,-0.19
2022,Western Conf First Round,PHO,NOP,W,4-2,Chris Paul,0.8,Deandre Ayton,0.6,0.2,Brandon Ingram,0.4,6.94,-0.84,7.78
2022,Western Conf First Round,NOP,PHO,L,2-4,Brandon Ingram,0.4,Jonas ValanÄiÅ«nas,0.3,0.1,Chris Paul,0.8,-0.84,6.94,-7.78
2022,Eastern Conf First Round,MIA,ATL,W,4-1,Jimmy Butler,2.2,Bam Adebayo,0.8,1.4,De'Andre Hunter,0.2,4.23,1.55,2.68
2022,Eastern Conf First Round,ATL,MIA,L,1-4,De'Andre Hunter,0.2,Kevin Knox,0.2,0.0,Jimmy Butler,2.2,1.55,4.23,-2.68
2022,Eastern Conf Semifinals,BOS,MIL,W,4-3,Al Horford,1.7,Jayson Tatum,1.6,0.1,Giannis Antetokounmpo,1.4,7.02,3.22,3.8
2022,Eastern Conf Semifinals,MIL,BOS,L,3-4,Giannis Antetokounmpo,1.4,Jrue Holiday,0.4,1.0,Al Horford,1.7,3.22,7.02,-3.8
2022,Eastern Conf Semifinals,MIA,PHI,W,4-2,Jimmy Butler,2.2,Bam Adebayo,0.8,1.4,Tobias Harris,0.6,4.23,2.57,1.66
2022,Eastern Conf Semifinals,PHI,MIA,L,2-4,Tobias Harris,0.6,James Harden,0.5,0.1,Jimmy Butler,2.2,2.57,4.23,-1.66
2022,Western Conf Semifinals,DAL,PHO,W,4-3,Luka DonÄiÄ,1.6,Jalen Brunson,0.6,1.0,Chris Paul,0.8,3.12,6.94,-3.82
2022,Western Conf Semifinals,PHO,DAL,L,3-4,Chris Paul,0.8,Deandre Ayton,0.6,0.2,Luka DonÄiÄ,1.6,6.94,3.12,3.82
2022,Western Conf Semifinals,GSW,MEM,W,4-2,Stephen Curry,1.9,Jordan Poole,0.7,1.2,Ja Morant,0.9,5.52,5.37,0.15
2022,Western Conf Semifinals,MEM,GSW,L,2-4,Ja Morant,0.9,Desmond Bane,0.6,0.3,Stephen Curry,1.9,5.37,5.52,-0.15
2022,Western Conf Finals,GSW,DAL,W,4-1,Stephen Curry,1.9,Jordan Poole,0.7,1.2,Luka DonÄiÄ,1.6,5.52,3.12,2.4
2022,Western Conf Finals,DAL,GSW,L,1-4,Luka DonÄiÄ,1.6,Jalen Brunson,0.6,1.0,Stephen Curry,1.9,3.12,5.52,-2.4
2022,Eastern Conf Finals,BOS,MIA,W,4-3,Al Horford,1.7,Jayson Tatum,1.6,0.1,Jimmy Butler,2.2,7.02,4.23,2.79
2022,Eastern Conf Finals,MIA,BOS,L,3-4,Jimmy Butler,2.2,Bam Adebayo,0.8,1.4,Al Horford,1.7,4.23,7.02,-2.79
2022,Finals,GSW,BOS,W,4-2,Stephen Curry,1.9,Jordan Poole,0.7,1.2,Al Horford,1.7,5.52,7.02,-1.5
2022,Finals,BOS,GSW,L,2-4,Al Horford,1.7,Jayson Tatum,1.6,0.1,Stephen Curry,1.9,7.02,5.52,1.5
2021,Eastern Conf First Round,MIL,MIA,W,4-0,Giannis Antetokounmpo,2.4,Khris Middleton,1.1,1.3,Bam Adebayo,0.1,5.57,-0.06,5.63
2021,Eastern Conf First Round,MIA,MIL,L,0-4,Bam Adebayo,0.1,Nemanja Bjelica,0.1,0.0,Giannis Antetokounmpo,2.4,-0.06,5.57,-5.63
2021,Western Conf First Round,LAC,DAL,W,4-3,Kawhi Leonard,1.4,Nicolas Batum,0.9,0.5,Luka DonÄiÄ,1.0,6.02,2.26,3.76
2021,Western Conf First Round,DAL,LAC,L,3-4,Luka DonÄiÄ,1.0,Kristaps PorziÅÄ£is,0.2,0.8,Kawhi Leonard,1.4,2.26,6.02,-3.76
2021,Eastern Conf First Round,BRK,BOS,W,4-1,Kevin Durant,1.5,James Harden,0.9,0.6,Jayson Tatum,0.4,4.24,1.32,2.92
2021,Eastern Conf First Round,BOS,BRK,L,1-4,Jayson Tatum,0.4,Romeo Langford,0.1,0.3,Kevin Durant,1.5,1.32,4.24,-2.92
2021,Western Conf First Round,DEN,POR,W,4-2,Nikola JokiÄ,0.9,Monte Morris,0.3,0.6,Damian Lillard,0.8,4.82,1.81,3.01
2021,Western Conf First Round,POR,DEN,L,2-4,Damian Lillard,0.8,Robert Covington,0.2,0.6,Nikola JokiÄ,0.9,1.81,4.82,-3.01
2021,Eastern Conf First Round,PHI,WAS,W,4-1,Joel Embiid,0.9,Seth Curry,0.7,0.2,Bradley Beal,0.2,5.28,-1.85,7.13
2021,Eastern Conf First Round,WAS,PHI,L,1-4,Bradley Beal,0.2,Daniel Gafford,0.2,0.0,Joel Embiid,0.9,-1.85,5.28,-7.13
2021,Western Conf First Round,UTA,MEM,W,4-1,Donovan Mitchell,0.9,Royce O'Neale,0.5,0.4,Kyle Anderson,0.2,8.97,1.07,7.9
2021,Western Conf First Round,MEM,UTA,L,1-4,Kyle Anderson,0.2,Dillon Brooks,0.2,0.0,Donovan Mitchell,0.9,1.07,8.97,-7.9
2021,Eastern Conf First Round,ATL,NYK,W,4-1,Trae Young,1.3,Clint Capela,0.5,0.8,Derrick Rose,0.3,2.14,2.13,0.01
2021,Eastern Conf First Round,NYK,ATL,L,1-4,Derrick Rose,0.3,RJ Barrett,0.2,0.1,Trae Young,1.3,2.13,2.14,-0.01
2021,Western Conf First Round,PHO,LAL,W,4-2,Chris Paul,1.2,Deandre Ayton,1.0,0.2,LeBron James,0.6,5.67,2.77,2.9
2021,Western Conf First Round,LAL,PHO,L,2-4,LeBron James,0.6,Anthony Davis,0.3,0.3,Chris Paul,1.2,2.77,5.67,-2.9
2021,Eastern Conf Semifinals,MIL,BRK,W,4-3,Giannis Antetokounmpo,2.4,Khris Middleton,1.1,1.3,Kevin Durant,1.5,5.57,4.24,1.33
2021,Eastern Conf Semifinals,BRK,MIL,L,3-4,Kevin Durant,1.5,James Harden,0.9,0.6,Giannis Antetokounmpo,2.4,4.24,5.57,-1.33
2021,Eastern Conf Semifinals,ATL,PHI,W,4-3,Trae Young,1.3,Clint Capela,0.5,0.8,Joel Embiid,0.9,2.14,5.28,-3.14
2021,Eastern Conf Semifinals,PHI,ATL,L,3-4,Joel Embiid,0.9,Seth Curry,0.7,0.2,Trae Young,1.3,5.28,2.14,3.14
2021,Western Conf Semifinals,PHO,DEN,W,4-0,Chris Paul,1.2,Deandre Ayton,1.0,0.2,Nikola JokiÄ,0.9,5.67,4.82,0.85
2021,Western Conf Semifinals,DEN,PHO,L,0-4,Nikola JokiÄ,0.9,Monte Morris,0.3,0.6,Chris Paul,1.2,4.82,5.67,-0.85
2021,Western Conf Semifinals,LAC,UTA,W,4-2,Kawhi Leonard,1.4,Nicolas Batum,0.9,0.5,Donovan Mitchell,0.9,6.02,8.97,-2.95
2021,Western Conf Semifinals,UTA,LAC,L,2-4,Donovan Mitchell,0.9,Royce O'Neale,0.5,0.4,Kawhi Leonard,1.4,8.97,6.02,2.95
2021,Western Conf Finals,PHO,LAC,W,4-2,Chris Paul,1.2,Deandre Ayton,1.0,0.2,Kawhi Leonard,1.4,5.67,6.02,-0.35
2021,Western Conf Finals,LAC,PHO,L,2-4,Kawhi Leonard,1.4,Nicolas Batum,0.9,0.5,Chris Paul,1.2,6.02,5.67,0.35
2021,Eastern Conf Finals,MIL,ATL,W,4-2,Giannis Antetokounmpo,2.4,Khris Middleton,1.1,1.3,Trae Young,1.3,5.57,2.14,3.43
2021,Eastern Conf Finals,ATL,MIL,L,2-4,Trae Young,1.3,Clint Capela,0.5,0.8,Giannis Antetokounmpo,2.4,2.14,5.57,-3.43
2021,Finals,MIL,PHO,W,4-2,Giannis Antetokounmpo,2.4,Khris Middleton,1.1,1.3,Chris Paul,1.2,5.57,5.67,-0.1
2021,Finals,PHO,MIL,L,2-4,Chris Paul,1.2,Deandre Ayton,1.0,0.2,Giannis Antetokounmpo,2.4,5.67,5.57,0.1
2020,Eastern Conf First Round,MIL,ORL,W,4-1,Giannis Antetokounmpo,0.9,Brook Lopez,0.4,0.5,Nikola VuÄeviÄ,0.4,9.41,-0.93,10.34
2020,Eastern Conf First Round,ORL,MIL,L,1-4,Nikola VuÄeviÄ,0.4,D.J. Augustin,0.1,0.3,Giannis Antetokounmpo,0.9,-0.93,9.41,-10.34
2020,Eastern Conf First Round,TOR,BRK,W,4-0,Fred VanVleet,0.7,Serge Ibaka,0.6,0.1,Caris LeVert,0.2,5.97,-1.01,6.98
2020,Eastern Conf First Round,BRK,TOR,L,0-4,Caris LeVert,0.2,Jarrett Allen,0.1,0.1,Fred VanVleet,0.7,-1.01,5.97,-6.98
2020,Eastern Conf First Round,BOS,PHI,W,4-0,Jayson Tatum,1.4,Jaylen Brown,0.9,0.5,Joel Embiid,0.3,5.83,2.25,3.58
2020,Eastern Conf First Round,PHI,BOS,L,0-4,Joel Embiid,0.3,Tobias Harris,0.1,0.2,Jayson Tatum,1.4,2.25,5.83,-3.58
2020,Eastern Conf First Round,MIA,IND,W,4-0,Jimmy Butler,1.6,Bam Adebayo,1.0,0.6,Malcolm Brogdon,0.2,2.59,1.63,0.96
2020,Eastern Conf First Round,IND,MIA,L,0-4,Malcolm Brogdon,0.2,Aaron Holiday,0.1,0.1,Jimmy Butler,1.6,1.63,2.59,-0.96
2020,Western Conf First Round,LAL,POR,W,4-1,LeBron James,2.4,Anthony Davis,2.1,0.3,Damian Lillard,0.2,6.28,-0.61,6.89
2020,Western Conf First Round,POR,LAL,L,1-4,Damian Lillard,0.2,CJ McCollum,0.1,0.1,LeBron James,2.4,-0.61,6.28,-6.89
2020,Western Conf First Round,LAC,DAL,W,4-2,Kawhi Leonard,1.5,Marcus Morris,0.5,1.0,Luka DonÄiÄ,0.5,6.66,4.87,1.79
2020,Western Conf First Round,DAL,LAC,L,2-4,Luka DonÄiÄ,0.5,Dorian Finney-Smith,0.2,0.3,Kawhi Leonard,1.5,4.87,6.66,-1.79
2020,Western Conf First Round,DEN,UTA,W,4-3,Nikola JokiÄ,1.7,Jamal Murray,1.5,0.2,Donovan Mitchell,0.7,2.35,2.52,-0.17
2020,Western Conf First Round,UTA,DEN,L,3-4,Donovan Mitchell,0.7,Mike Conley,0.5,0.2,Nikola JokiÄ,1.7,2.52,2.35,0.17
2020,Western Conf First Round,HOU,OKC,W,4-3,James Harden,1.3,Robert Covington,0.7,0.6,Chris Paul,0.4,3.13,2.33,0.8
2020,Western Conf First Round,OKC,HOU,L,3-4,Chris Paul,0.4,Shai Gilgeous-Alexander,0.3,0.1,James Harden,1.3,2.33,3.13,-0.8
2020,Eastern Conf Semifinals,BOS,TOR,W,4-3,Jayson Tatum,1.4,Jaylen Brown,0.9,0.5,Fred VanVleet,0.7,5.83,5.97,-0.14
2020,Eastern Conf Semifinals,TOR,BOS,L,3-4,Fred VanVleet,0.7,Serge Ibaka,0.6,0.1,Jayson Tatum,1.4,5.97,5.83,0.14
